property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate
propmarket-pW4KnmlUA2ECseFurLgVQ,propmarket,Commercial,"<p>This 5 roomed house with lisingle tse 4 and a bar, lease e teng, le licence ea bar e teng..Motse-Mocha </p>","Thepa ena ya mofuta wa house e fumaneha Motimposo, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 850,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",850000,LSL,Maseru,"Motimposo, Maseru",House,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-pW4KnmlUA2ECseFurLgVQ\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-pW4KnmlUA2ECseFurLgVQ\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-pW4KnmlUA2ECseFurLgVQ\\image_3.jpg""]",https://www.propmarket.co.ls/properties/pW4KnmlUA2ECseFurLgVQ,Good,Contemporary,Suburban,[],sale,3,Lesotho,Maseru,text_match,Motimposo,commercial,,2,test,not_residential:commercial,False,False
propmarket-i2JEq6F2irQ7hSxrkoUXM,propmarket,Shopo,The shop is at Lower Thamae\nOpposite New Millenium School\nWater and electricity available\nNear Tar Road\n90 sqm\n\nCommission - M600\n,"Thepa ena ya mofuta wa site e fumaneha Lower Thamae, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 7,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",7000,LSL,Maseru,"Lower Thamae, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i2JEq6F2irQ7hSxrkoUXM\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i2JEq6F2irQ7hSxrkoUXM\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i2JEq6F2irQ7hSxrkoUXM\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i2JEq6F2irQ7hSxrkoUXM\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i2JEq6F2irQ7hSxrkoUXM\\image_5.png""]",https://www.propmarket.co.ls/properties/i2JEq6F2irQ7hSxrkoUXM,New,Contemporary,Urban,"[""water connection"", ""electricity"", ""near schools"", ""road access"", ""tar road""]",rent,5,Lesotho,Maseru,text_match,Lower Thamae,commercial,,,train,not_residential:commercial,False,False
sotholand-20e1e74e82a0,sotholand,Double Storey Home,"Rental: M45,000 per month | Sale: M10 Million Experience luxury living in the heart of Maseru West with this stunning 4-bedroom double-storey home. Perfectly designed for modern family living, this property combines elegance, comfort, and functionality. Features include: 4 Spacious Bedrooms – including a master suite with en-suite bathroom and built-in wardrobes. Modern Kitchen – fitted with sleek wooden cabinetry, granite countertops, and ample storage space. Scullery & Laundry Area – complete with fitted cupboards and space for appliances. Expansive Living & Dining Areas – designed for open, natural light-filled living. Balcony & Patio – perfect for relaxing or entertaining. Large Green Yard – ideal for outdoor gatherings and family activities. Secure Parking & Air-conditioning – ensuring comfort and convenience. Located in one of Maseru’s most prestigious neighborhoods, this home is close to schools, shopping centers, and essential amenities, making it ideal for families or professionals seeking an upscale lifestyle.","Thepa ena ya mofuta wa house e fumaneha Golf Course Estate, Lesotho. E na le dikamore tse 4 le dibate tse 3 mme e fumaneha ka theko ya M 45,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",45000,LSL,Maseru,"Golf Course Estate, Lesotho",House,4,3,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-20e1e74e82a0\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-20e1e74e82a0\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-20e1e74e82a0\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-20e1e74e82a0\\image_4.jpg""]",https://sotholandproperties.co.ls/property-details?id=20e1e74e82a0,New,Modern,Garden,"[""parking"", ""yard"", ""near schools""]",rent,4,Lesotho,Maseru,text_match,Golf Course Estate,commercial,,4,train,not_residential:commercial,False,False
sotholand-10e1e74e72a0,sotholand,Ground floor,"Spacious 4-Bedroom Home in Maseru West – M30,000 Located in the prestigious Maseru West neighborhood, this elegant 4-bedroom property offers a perfect blend of comfort and convenience. The home features generously sized bedrooms, a modern kitchen, and open-plan living areas ideal for family living or entertaining guests. Additional highlights include: Master bedroom with en-suite bathroom Built-in wardrobes in all bedrooms Secure parking space Well-maintained yard/garden area Close proximity to schools, shopping centers, and essential amenities This property is ideal for families or professionals seeking a stylish and secure residence in one of Maseru’s most sought-after areas.","Thepa ena ya mofuta wa house e fumaneha Maseru West, Lesoto. E na le dikamore tse 4 le dibate tse 2 mme e fumaneha ka theko ya M 30,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",30000,LSL,Maseru,"Maseru West, Lesoto",House,4,2,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-10e1e74e72a0\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-10e1e74e72a0\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-10e1e74e72a0\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-10e1e74e72a0\\image_4.jpg""]",https://sotholandproperties.co.ls/property-details?id=10e1e74e72a0,New,Modern,Garden,"[""parking"", ""garden"", ""yard"", ""near schools""]",rent,4,Lesotho,Maseru,text_match,Maseru West,commercial,,4,train,not_residential:commercial,False,False
sotholand-2a20088dc313,sotholand,Ground floor,"For rent�Maseru West 14 rooms First floor Ground Floor Ideal for NGO�s , offices and embassies","Thepa ena ya mofuta wa commercial e fumaneha Maseru West. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 40,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",40000,LSL,Maseru,Maseru West,Commercial,3,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-2a20088dc313\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-2a20088dc313\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\sotholand\\sotholand-2a20088dc313\\image_3.jpg""]",https://sotholandproperties.co.ls/property-details?id=2a20088dc313,Good,Contemporary,Suburban,"[""office-ready""]",rent,3,Lesotho,Maseru,text_match,Maseru West,commercial,,3,train,not_residential:commercial,False,False
mestech-b102-a-b,mestech,Office Space B102 A & B,"Commercial office space B102 A & B at Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. Size 7.80m x 6.70m (52.26 sqm). Rental price M14,600. Suitable for office or business use.","Thepa ena ya mofuta wa commercial e fumaneha Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. E na le sebaka sena mme e fumaneha ka theko ya M 14,600. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",14600,LSL,Maseru,"Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.",Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mestech\\mestech-b102-a-b\\image_1.png""]",https://www.mestech.co.ls/properties/,Good,Contemporary,Suburban,"[""water connection"", ""electricity"", ""office-ready"", ""security""]",rent,1,Lesotho,Maseru,text_match,Jackpot Building,commercial,,,test,not_residential:commercial,False,False
mestech-b103,mestech,Office Space B103,"Commercial office space B103 at Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. Size 6.75m x 4.0m (27 sqm). Rental price M7,600. Suitable for office or business use.","Thepa ena ya mofuta wa commercial e fumaneha Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. E na le sebaka sena mme e fumaneha ka theko ya M 7,600. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",7600,LSL,Maseru,"Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.",Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mestech\\mestech-b103\\image_1.png""]",https://www.mestech.co.ls/properties/,Good,Contemporary,Suburban,"[""water connection"", ""electricity"", ""office-ready"", ""security""]",rent,1,Lesotho,Maseru,text_match,Jackpot Building,commercial,,,test,not_residential:commercial,False,False
mestech-b104,mestech,Office Space B104,"Commercial office space B104 at Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. Size 4.9m x 3.65m (17.85 sqm). Rental price M5,000. Suitable for office or business use.","Thepa ena ya mofuta wa commercial e fumaneha Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. E na le sebaka sena mme e fumaneha ka theko ya M 5,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",5000,LSL,Maseru,"Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.",Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mestech\\mestech-b104\\image_1.png""]",https://www.mestech.co.ls/properties/,Good,Contemporary,Suburban,"[""water connection"", ""electricity"", ""office-ready"", ""security""]",rent,1,Lesotho,Maseru,text_match,Jackpot Building,commercial,,,test,not_residential:commercial,False,False
mestech-b106,mestech,Office Space B106,"Commercial office space B106 at Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. Size 4.90m x 4.60m (3200 sqm). Rental price M6,300. Suitable for office or business use.","Thepa ena ya mofuta wa commercial e fumaneha Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. E na le sebaka sena mme e fumaneha ka theko ya M 6,300. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",6300,LSL,Maseru,"Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.",Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mestech\\mestech-b106\\image_1.png""]",https://www.mestech.co.ls/properties/,Good,Contemporary,Suburban,"[""water connection"", ""electricity"", ""office-ready"", ""security""]",rent,1,Lesotho,Maseru,text_match,Jackpot Building,commercial,,,train,not_residential:commercial,False,False
mestech-b107,mestech,Office Space B107,"Commercial office space B107 at Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. Size 4.90m x 3.0m (2300 sqm). Rental price M4,100. Suitable for office or business use.","Thepa ena ya mofuta wa commercial e fumaneha Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. E na le sebaka sena mme e fumaneha ka theko ya M 4,100. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",4100,LSL,Maseru,"Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.",Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mestech\\mestech-b107\\image_1.png""]",https://www.mestech.co.ls/properties/,Good,Contemporary,Suburban,"[""water connection"", ""electricity"", ""office-ready"", ""security""]",rent,1,Lesotho,Maseru,text_match,Jackpot Building,commercial,,,train,not_residential:commercial,False,False
mestech-b108,mestech,Office Space B108,"Commercial office space B108 at Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. Size 4.40m x 4.0m (2500 sqm). Rental price M4,900. Suitable for office or business use.","Thepa ena ya mofuta wa commercial e fumaneha Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.. E na le sebaka sena mme e fumaneha ka theko ya M 4,900. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",4900,LSL,Maseru,"Jackpot Building, Opposite Sefika Complex, Moshoeshoe Rd, Maseru Lesotho.",Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mestech\\mestech-b108\\image_1.png""]",https://www.mestech.co.ls/properties/,Good,Contemporary,Suburban,"[""water connection"", ""electricity"", ""office-ready"", ""security""]",rent,1,Lesotho,Maseru,text_match,Jackpot Building,commercial,,,train,not_residential:commercial,False,False
moso-office-residential-double-storey-house-thetsane-west-44,mosoholdings,Office/Residential Double Storey House,"Office/Residential Double Storey House M15,000/mo Thetsane West Residential Bedrooms: 3 / Baths: 1 / Nightly Armed Security https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0iB5qzpQiNEtDUMZarHLnB4Kui9TyfGNyWg3yCTUReiMWjVmAdYbrGbwodg7jfu1il","Thepa ena ya mofuta wa house e fumaneha Thetsane West. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000,LSL,Thetsane West,Thetsane West,House,3,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mosoholdings\\moso-office-residential-double-storey-house-thetsane-west-44\\image_1.jpg""]",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0iB5qzpQiNEtDUMZarHLnB4Kui9TyfGNyWg3yCTUReiMWjVmAdYbrGbwodg7jfu1il,Good,Contemporary,Suburban,"[""security""]",rent,1,Lesotho,Maseru,locality_match,Thetsane West,commercial,,3,val,not_residential:commercial,False,False
moso-office-residential-house-maseru-east-47,mosoholdings,Office/Residential House,"Office/Residential House M15,000/mo Maseru East Residential Bedrooms: 3 / Baths: 1 / Double garage","Thepa ena ya mofuta wa house e fumaneha Maseru East. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000,LSL,Maseru,Maseru East,House,3,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mosoholdings\\moso-office-residential-house-maseru-east-47\\image_1.jpg""]",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02N6vMFDLaW8DdjyqocRkEf3UiLocwdsjMdNbVavMSciTF9DNVAJQGTjg7yuaZjeool,Good,Contemporary,Suburban,"[""garage""]",rent,1,Lesotho,Maseru,text_match,Maseru East,commercial,,3,train,not_residential:commercial,False,False
moso-4-x-office-space-maseru-west-67,mosoholdings,4 x Office Space,"4 x Office Space M3,000 - M6,000/mo Maseru West Commercial Offices: 4 / 24/7 Security / Cleaning service twice weekly","Thepa ena ya mofuta wa commercial e fumaneha Maseru West. E na le sebaka sena mme e fumaneha ka theko ya M 3,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3000,LSL,Maseru,Maseru West,Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mosoholdings\\moso-4-x-office-space-maseru-west-67\\image_1.jpg""]",https://mosoholdings.co.ls/listings-search/,Good,Contemporary,Suburban,"[""office-ready"", ""security""]",rent,1,Lesotho,Maseru,text_match,Maseru West,commercial,,,train,not_residential:commercial,False,False
moso-newly-built-offices-stadium-area-68,mosoholdings,Newly Built Offices,Newly Built Offices POA Stadium Area Commercial Lifts: 2 / Parking: Basement / Sq Ft: 23-46,Thepa ena ya mofuta wa commercial e fumaneha Stadium Area. E na le sebaka sena mme e fumaneha ka theko e sa hlaloswang. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.,120000,LSL,Stadium Area,Stadium Area,Commercial,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\mosoholdings\\moso-newly-built-offices-stadium-area-68\\image_1.jpg""]",https://mosoholdings.co.ls/listings-search/,New,Contemporary,Suburban,"[""parking""]",sale,1,Lesotho,Maseru,locality_match,Stadium Area,commercial,,,train,not_residential:commercial,False,False
