property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate
propmarket-HMzCy_iEx4DdEDNa5LpqW,propmarket,Site,Litša li teng for sale Motheo 3 moo motse o fellang\nmotlakase o haufi \n12 - 15/20 mins from main road\n20m by 20m - R50k\n22m by 20m - R52k\n23m by 20m - R53k\n23m by 21m - R55k\n25m by 22m - R57k\n26m by 22m - R65k\n26m by 25m - R70k\n\nC/W 5945 5829 for more details and site visits.,"Thepa ena ya mofuta wa site e fumaneha Maseru, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 50,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",50000,LSL,Maseru,"Maseru, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-HMzCy_iEx4DdEDNa5LpqW\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-HMzCy_iEx4DdEDNa5LpqW\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-HMzCy_iEx4DdEDNa5LpqW\\image_3.jpg""]",https://www.propmarket.co.ls/properties/HMzCy_iEx4DdEDNa5LpqW,Good,Traditional,Suburban,"[""road access""]",sale,3,Lesotho,Maseru,text_match,Maseru,site_land,,,train,not_residential:site_land,False,False
propmarket-Yx4W-xVoCZDc4FQpmmPuG,propmarket,Site,"Fumana litsha tse rekisoang Ha Mosalla Sekantshing,\n20m by 20m - R17k\n21m by 20m - R18k\n22m by 20m - R19k\n23m by 20m - R20k\n30m by 16m - R21k\n40m by 17m - R23k\n\n25m by 20m - R19k\n29m by 22m - R23k \n30m by 22m - R24k\n26m by 20m - R25k\n\n24m by 20m - R28.5k\n24m by 23m - R33.5k\n\n22mby 20m - R30k (special)\n27m by 2m - R35k\n\nRena le tse ling hape Ha Makhwathi thoteng from R40k to R50k\n22m by 22m - R40k, one left\n23m by 24m - R50k, five left.\nWater closer\n10 mins from main road\n","Thepa ena ya mofuta wa site e fumaneha Ha Mosalla, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 17,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",17000,LSL,Maseru,"Ha Mosalla, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Yx4W-xVoCZDc4FQpmmPuG\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Yx4W-xVoCZDc4FQpmmPuG\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Yx4W-xVoCZDc4FQpmmPuG\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Yx4W-xVoCZDc4FQpmmPuG\\image_4.jpg""]",https://www.propmarket.co.ls/properties/Yx4W-xVoCZDc4FQpmmPuG,Good,Traditional,Suburban,"[""water connection"", ""road access""]",sale,4,Lesotho,Maseru,text_match,Ha Mosalla,site_land,,,test,not_residential:site_land,False,False
propmarket-Jo4jKD37BIIyWohyU3Ubu,propmarket,Site,Baruting\n21m by 20m - R21k\n36m by 21m - R31k\n\nHa Ralimo (moo ho hlahelletseng le Ha Makhoathi 15-20mins drive from main road\n20m by 20m - R14k\n24m by 21m - R15k\n40m by 18m - R16k\n\nHa Ralimo \n5 - 8 mins from main road\n32m by 18m - R28k\n35m by 18m - 32k\n39m by 18m - R36k\n\n23m by 18m - R21k\n22m by 20m - R26k\n41m by 20m - R36k\n\nSehlabeng Mosenekeng\n3 - 5 mins from main road\n23m by 22m - R16k\n23m by 23m - R19k\n24m by 22m - R21k\n24m by 23m - R22k\n27m by 22m - R24k\n27m by 23m - R26k\n\nC/W 5945 5829 for more details and site visits. \n23m,"Thepa ena ya mofuta wa site e fumaneha Sehlabeng (ha Ts'oene Lipohong), Berea. E na le sebaka sena mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000,LSL,Berea,"Sehlabeng (ha Ts'oene Lipohong), Berea",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Jo4jKD37BIIyWohyU3Ubu\\image_1.jpg""]",https://www.propmarket.co.ls/properties/Jo4jKD37BIIyWohyU3Ubu,Good,Traditional,Suburban,"[""road access""]",sale,1,Lesotho,Berea,text_match,Sehlabeng (ha Ts'oene Lipohong),site_land,,,train,not_residential:site_land,False,False
propmarket-5qrCqzjLXFXLgrZJHKTns,propmarket,Site,We have this big site at Tshenola Motse-Mocha ..3 double rooms,"Thepa ena ya mofuta wa site e fumaneha Motse Mocha (ts'enola), Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 230,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",230000,LSL,Maseru,"Motse Mocha (ts'enola), Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5qrCqzjLXFXLgrZJHKTns\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5qrCqzjLXFXLgrZJHKTns\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5qrCqzjLXFXLgrZJHKTns\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5qrCqzjLXFXLgrZJHKTns\\image_4.jpg""]",https://www.propmarket.co.ls/properties/5qrCqzjLXFXLgrZJHKTns,Good,Traditional,Suburban,[],sale,4,Lesotho,Maseru,text_match,Motse Mocha (ts'enola),site_land,,,train,not_residential:site_land,False,False
propmarket-0rTOdjf-bhLSeg5GJV8dm,propmarket,"5 Units, Malaene","We have these 5 unfinished double rooms at Lesia, Ha-Thetsane, tlasa Lesia High School, the site is 600 sqm with a lease.. at just 250k le toilet e teng..","Thepa ena ya mofuta wa site e fumaneha Ha Lesia, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 250,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",250000,LSL,Maseru,"Ha Lesia, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0rTOdjf-bhLSeg5GJV8dm\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0rTOdjf-bhLSeg5GJV8dm\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0rTOdjf-bhLSeg5GJV8dm\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0rTOdjf-bhLSeg5GJV8dm\\image_4.jpg""]",https://www.propmarket.co.ls/properties/0rTOdjf-bhLSeg5GJV8dm,Renovation Needed,Traditional,Urban,"[""near schools""]",sale,4,Lesotho,Maseru,text_match,Ha Lesia,site_land,,,train,not_residential:site_land,False,False
propmarket-0188LutnrlZW-s-GzAeoH,propmarket,Site,The site is near Maseru Private Hospital,"Thepa ena ya mofuta wa site e fumaneha Ha Tsolo, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 1,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1500000,LSL,Maseru,"Ha Tsolo, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0188LutnrlZW-s-GzAeoH\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0188LutnrlZW-s-GzAeoH\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0188LutnrlZW-s-GzAeoH\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0188LutnrlZW-s-GzAeoH\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-0188LutnrlZW-s-GzAeoH\\image_5.jpg""]",https://www.propmarket.co.ls/properties/0188LutnrlZW-s-GzAeoH,Good,Traditional,Suburban,[],sale,5,Lesotho,Maseru,text_match,Ha Tsolo,site_land,,,train,not_residential:site_land,False,False
propmarket-6ChSfY21cy2p-5spQ204I,propmarket,Site,Site opposite Maseru Private Academy near Southline,"Thepa ena ya mofuta wa site e fumaneha Ha Tsolo, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 2,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2000000,LSL,Maseru,"Ha Tsolo, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-6ChSfY21cy2p-5spQ204I\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-6ChSfY21cy2p-5spQ204I\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-6ChSfY21cy2p-5spQ204I\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-6ChSfY21cy2p-5spQ204I\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-6ChSfY21cy2p-5spQ204I\\image_5.jpg""]",https://www.propmarket.co.ls/properties/6ChSfY21cy2p-5spQ204I,Good,Traditional,Suburban,[],sale,5,Lesotho,Maseru,text_match,Ha Tsolo,site_land,,,train,not_residential:site_land,False,False
propmarket-qnZ6-VLOzgo6LrvuzSSGn,propmarket,Site,"Site Linakotseng near Lesotho Housing Project, there is an option of paying in three months with the price of M45000","Thepa ena ya mofuta wa site e fumaneha Ha Tsolo, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 35,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",35000,LSL,Maseru,"Ha Tsolo, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-qnZ6-VLOzgo6LrvuzSSGn\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-qnZ6-VLOzgo6LrvuzSSGn\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-qnZ6-VLOzgo6LrvuzSSGn\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-qnZ6-VLOzgo6LrvuzSSGn\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-qnZ6-VLOzgo6LrvuzSSGn\\image_5.png""]",https://www.propmarket.co.ls/properties/qnZ6-VLOzgo6LrvuzSSGn,Good,Traditional,Suburban,[],sale,5,Lesotho,Maseru,text_match,Ha Tsolo,site_land,,,val,not_residential:site_land,False,False
propmarket-c18KGg9RbJAL1pydd6pBr,propmarket,Site,"We have this site at Ha-Pita Ntshirele pela Phatlalla.. The site is 560sqm pela metsi le motlakase at just 60k, it has a good neighborhood.","Thepa ena ya mofuta wa site e fumaneha Ha Pita, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 60,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",60000,LSL,Maseru,"Ha Pita, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-c18KGg9RbJAL1pydd6pBr\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-c18KGg9RbJAL1pydd6pBr\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-c18KGg9RbJAL1pydd6pBr\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-c18KGg9RbJAL1pydd6pBr\\image_4.jpg""]",https://www.propmarket.co.ls/properties/c18KGg9RbJAL1pydd6pBr,Good,Traditional,Suburban,[],sale,4,Lesotho,Maseru,text_match,Ha Pita,site_land,,,val,not_residential:site_land,False,False
propmarket-eyupxMjDNRIcyflLvTFNd,propmarket,Site,<p>Site Ha Tshiame pakeng tsa Masowe 2 le Masowe 3</p>,"Thepa ena ya mofuta wa site e fumaneha Ha Tikoe, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 80,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",80000,LSL,Maseru,"Ha Tikoe, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-eyupxMjDNRIcyflLvTFNd\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-eyupxMjDNRIcyflLvTFNd\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-eyupxMjDNRIcyflLvTFNd\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-eyupxMjDNRIcyflLvTFNd\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-eyupxMjDNRIcyflLvTFNd\\image_5.jpg""]",https://www.propmarket.co.ls/properties/eyupxMjDNRIcyflLvTFNd,Good,Traditional,Suburban,[],sale,5,Lesotho,Maseru,text_match,Ha Tikoe,site_land,,,test,not_residential:site_land,False,False
propmarket-8UbkD91JM_6VVQgnpULnx,propmarket,Site,<p>Ts'imo ena e Mokhethoaneng Libuping</p>,"Thepa ena ya mofuta wa site e fumaneha Ha Majara, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 120,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",120000,LSL,Maseru,"Ha Majara, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-8UbkD91JM_6VVQgnpULnx\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-8UbkD91JM_6VVQgnpULnx\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-8UbkD91JM_6VVQgnpULnx\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-8UbkD91JM_6VVQgnpULnx\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-8UbkD91JM_6VVQgnpULnx\\image_5.png""]",https://www.propmarket.co.ls/properties/8UbkD91JM_6VVQgnpULnx,Good,Traditional,Suburban,[],sale,5,Lesotho,Maseru,text_match,Ha Majara,site_land,,,train,not_residential:site_land,False,False
propmarket-E4N0towfYF4KFHPNuqXQB,propmarket,Site,<p>We have this very big site in Linakotseng Maseru..it is a 5800 sqm.</p>,"Thepa ena ya mofuta wa site e fumaneha Linakotseng, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 280,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",280000,LSL,Maseru,"Linakotseng, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-E4N0towfYF4KFHPNuqXQB\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-E4N0towfYF4KFHPNuqXQB\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-E4N0towfYF4KFHPNuqXQB\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-E4N0towfYF4KFHPNuqXQB\\image_4.jpg""]",https://www.propmarket.co.ls/properties/E4N0towfYF4KFHPNuqXQB,Good,Traditional,Suburban,[],sale,4,Lesotho,Maseru,text_match,Linakotseng,site_land,,,train,not_residential:site_land,False,False
propmarket-hCPDxP403-hDVKphWcEOa,propmarket,Site,"<p>We have this beautiful site at Ha-Matala pela Lekhotleng at 350k, 640 sqm in size..The lease is available.. </p>","Thepa ena ya mofuta wa site e fumaneha Ha Matala, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",350000,LSL,Maseru,"Ha Matala, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-hCPDxP403-hDVKphWcEOa\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-hCPDxP403-hDVKphWcEOa\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-hCPDxP403-hDVKphWcEOa\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-hCPDxP403-hDVKphWcEOa\\image_4.jpg""]",https://www.propmarket.co.ls/properties/hCPDxP403-hDVKphWcEOa,Good,Traditional,Suburban,[],sale,4,Lesotho,Maseru,text_match,Ha Matala,site_land,,,train,not_residential:site_land,False,False
propmarket-V-eQx510BlSdIgyH-L0Yq,propmarket,Site,<p>Site ena e tlasa NHTC ena le ntlo ea 2 room ea lejoe le lerako ka setene </p>,"Thepa ena ya mofuta wa site e fumaneha Mosikong / Lepereng (ts'enola), Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 70,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",70000,LSL,Maseru,"Mosikong / Lepereng (ts'enola), Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-V-eQx510BlSdIgyH-L0Yq\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-V-eQx510BlSdIgyH-L0Yq\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-V-eQx510BlSdIgyH-L0Yq\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-V-eQx510BlSdIgyH-L0Yq\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-V-eQx510BlSdIgyH-L0Yq\\image_5.jpg""]",https://www.propmarket.co.ls/properties/V-eQx510BlSdIgyH-L0Yq,Good,Traditional,Suburban,[],sale,5,Lesotho,Maseru,text_match,Mosikong / Lepereng (ts'enola),site_land,,,train,not_residential:site_land,False,False
propmarket-GhWFPgYytJEJAsrpaxrR9,propmarket,Site,"<p>We have this site at Lipelaneng Botha-Bothe, it is a 24*20 sqm site at just 30k.. It is a sub-divided site..the origional site has a form C2.</p>","Thepa ena ya mofuta wa site e fumaneha Lipelaneng, Butha Buthe. E na le sebaka sena mme e fumaneha ka theko ya M 35,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",35000,LSL,Butha Buthe,"Lipelaneng, Butha Buthe",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-GhWFPgYytJEJAsrpaxrR9\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-GhWFPgYytJEJAsrpaxrR9\\image_2.png""]",https://www.propmarket.co.ls/properties/GhWFPgYytJEJAsrpaxrR9,Good,Traditional,Suburban,[],sale,2,Lesotho,Butha-Buthe,text_match,Lipelaneng,site_land,,,train,not_residential:site_land,False,False
propmarket-N4Ts_AJ1GcMR0tlxlBUt4,propmarket,Site,<p>We have this site at Sea-Point Maseru at just 900k..It ia a 1000sqm site.</p>,"Thepa ena ya mofuta wa site e fumaneha Sea Point, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 950,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",950000,LSL,Maseru,"Sea Point, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-N4Ts_AJ1GcMR0tlxlBUt4\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-N4Ts_AJ1GcMR0tlxlBUt4\\image_2.jpg""]",https://www.propmarket.co.ls/properties/N4Ts_AJ1GcMR0tlxlBUt4,Good,Traditional,Suburban,[],sale,2,Lesotho,Maseru,text_match,Sea Point,site_land,,,train,not_residential:site_land,False,False
propmarket-wmw4pWtyUFyxDl1649sUh,propmarket,Site,<p>🏳SITE FOR SALE KOLONYAMA </p><p>📍Pela Emanuel English Medium </p><p>●2minutes to tar road </p><p>●Electricity and Water Available </p><p>●900 sqm</p><p>●Developed (lerako la 3 room)</p><p>●Form C</p><p>💰90k </p><p></p>,"Thepa ena ya mofuta wa site e fumaneha Kolonyama, Leribe. E na le sebaka sena mme e fumaneha ka theko ya M 90,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",90000,LSL,Leribe,"Kolonyama, Leribe",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-wmw4pWtyUFyxDl1649sUh\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-wmw4pWtyUFyxDl1649sUh\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-wmw4pWtyUFyxDl1649sUh\\image_3.png""]",https://www.propmarket.co.ls/properties/wmw4pWtyUFyxDl1649sUh,Good,Traditional,Urban,"[""water connection"", ""electricity"", ""road access"", ""tar road""]",sale,3,Lesotho,Leribe,text_match,Kolonyama,site_land,,,train,not_residential:site_land,False,False
propmarket-cwPCp7ogNzR_vRmgUunOc,propmarket,Site,"<p>A good Site Available for sale , situated in Ha Mabote , Near Mabote Police station. From site to the road. It is 800sqm amounting to 350k. For further inquiries and viewing please contact me here please +266 59107030</p>","Thepa ena ya mofuta wa site e fumaneha Mabote, Berea. E na le sebaka sena mme e fumaneha ka theko ya M 350,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",350000,LSL,Berea,"Mabote, Berea",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-cwPCp7ogNzR_vRmgUunOc\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-cwPCp7ogNzR_vRmgUunOc\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-cwPCp7ogNzR_vRmgUunOc\\image_3.png""]",https://www.propmarket.co.ls/properties/cwPCp7ogNzR_vRmgUunOc,Good,Traditional,Hillside,"[""road access""]",sale,3,Lesotho,Berea,text_match,Mabote,site_land,,,train,not_residential:site_land,False,False
propmarket-iLxt6RazP-ERv25YCuPtc,propmarket,Site,<p>Ts'imo ena e Ha Makhomo ha u qeta ho feta khorong tseleng e eang Metolong</p>,"Thepa ena ya mofuta wa site e fumaneha Metolong Ha Makotoko, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 100,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",100000,LSL,Maseru,"Metolong Ha Makotoko, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-iLxt6RazP-ERv25YCuPtc\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-iLxt6RazP-ERv25YCuPtc\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-iLxt6RazP-ERv25YCuPtc\\image_3.png""]",https://www.propmarket.co.ls/properties/iLxt6RazP-ERv25YCuPtc,Good,Traditional,Suburban,[],sale,3,Lesotho,Maseru,text_match,Metolong Ha Makotoko,site_land,,,train,not_residential:site_land,False,False
