property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate,reviewed_price,reviewed_listing_intent,reviewer_notes,include_in_reviewed_training
propmarket-T80coq4ZCv5wilIHiNhAS,propmarket,"1 Unit, 3 Bedrooms, House",<p>🏡HOUSE AVAILABLE FOR SALE M880 000.00</p><p></p><p>KHUBETSOANA LECORP </p><p></p><p>✅️3 Bedrooms</p><p></p><p>✅️Bathroom</p><p></p><p>✅️Kitchen</p><p></p><p>✅️Lounge</p><p></p><p>✅️Garage</p><p></p>,"Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Berea. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 880,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",880000,LSL,Berea,"Khubetsoana, Berea",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T80coq4ZCv5wilIHiNhAS\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/T80coq4ZCv5wilIHiNhAS,Good,Traditional,Suburban,"""[\""garage\""]""",sale,5,Lesotho,Berea,text_match,Khubetsoana,residential,House,3,train,,True,True,,,,True
propmarket-4XjZvx02GUGgPxbTk5Jml,propmarket,"1 Unit, 4 Bedrooms, House","<p>This beautiful house is located in Thetsane West , Maseru Lesotho. It's a 4 Bedroom House </p><p>Master bedroom has Gym,en-suite,office space, walk-in-closet and an exit door to the backyard</p><p>Another bedroom is en-suite </p><p>Common bathroom </p><p>Kitchen </p><p>Lounge,dining </p><p>Cinema room,</p><p>Kitchen’s Cullery </p><p>Double garage(Automated Door)</p><p>Automated gate </p><p>Paved yard</p><p>Car port</p><p>Wall and palisade fence </p><p>Entertainment room </p><p>Only uses solar power </p><p>800sqm plot size </p><p>Lease available</p><p>Selling Price 10million </p>","Thepa ena ya mofuta wa house e fumaneha Thetsane West, Maseru. E na le dikamore tse 4 le dibate tse 3 mme e fumaneha ka theko ya M 8,800,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",8800000,LSL,Maseru,"Thetsane West, Maseru",House,4,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4XjZvx02GUGgPxbTk5Jml\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/4XjZvx02GUGgPxbTk5Jml,Good,Family,Garden,"""[\""garage\"", \""yard\"", \""office-ready\"", \""walled property\""]""",sale,5,Lesotho,Maseru,text_match,Thetsane West,residential,House,4,train,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-m9QjRcxQJVRg1g2MaiFdv,propmarket,"1 Unit, 3 Bedrooms, House","<p>🏠HOUSE FOR SALE MASOWE ONE🏠</p><p>✅️Master bedroom</p><p></p><p>✅️Shower bath toilet</p><p>Fitted.</p><p></p><p>✅️3 Bedrooms All fitted.</p><p></p><p>✅️Guests toilet</p><p></p><p>✅️fitted guest bathroom Children Shower</p><p></p><p>✅️Open plan kitchen (not fitted)</p><p></p><p>✅️sitting room</p><p></p><p>✅️Double garage</p><p></p><p>✅️Front yard is Paved and there is a boma for different occasions.</p><p></p><p>✅️Lawn at backyard</p><p></p><p>💰ASKING PRICE M1,500 000</p><p>Price reduced to M1,380 000</p><p></p>","Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,380,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1380000,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-m9QjRcxQJVRg1g2MaiFdv\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/m9QjRcxQJVRg1g2MaiFdv,Good,Family,Garden,"""[\""garage\"", \""yard\"", \""near schools\"", \""road access\"", \""shower\""]""",sale,5,Lesotho,Maseru,text_match,Masowe 1b Secondary School,residential,House,3,train,,True,True,,,,True
propmarket-3RnybDOD-2YqSMafIGIAh,propmarket,"2 Bedrooms, House","<p>The house is for rental at Maseru West Lepoqo Street..It consists of 2 large bedrooms, 1 bathroom with a shower, open plan kitchen and lounge.. Open parking in the yard.</p><p>Prepaid electricity, water and gardening excluded from rental.. M7 500 per month.. The security is 7.5k</p>","Thepa ena ya mofuta wa house e fumaneha Maseru West, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 7,500. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",7500,LSL,Maseru,"Maseru West, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-3RnybDOD-2YqSMafIGIAh\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/3RnybDOD-2YqSMafIGIAh,Good,Family,Garden,"""[\""water connection\"", \""electricity\"", \""parking\"", \""garden\"", \""yard\"", \""security\"", \""shower\""]""",rent,4,Lesotho,Maseru,text_match,Maseru West,residential,House,2,train,,True,True,,,,True
propmarket-nls9QlmJwLy4dpocbUFiM,propmarket,"2 Bedrooms, House",<p>The house is at Masowe 1. It has 2 bedrooms at just 900k with avery biiig yard.</p>,"Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 900,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",900000,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nls9QlmJwLy4dpocbUFiM\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/nls9QlmJwLy4dpocbUFiM,Good,Family,Garden,"""[\""yard\"", \""near schools\"", \""road access\""]""",sale,4,Lesotho,Maseru,text_match,Masowe 1b Secondary School,residential,House,2,test,,True,True,,,,True
propmarket-nBh-J6zgL-wG9t3lBDTP1,propmarket,House,"<p>This newly built house is at Masowe 1 Extension, 3 bedroomed, fully fitted and master En-suite, Lounge-kitchen(Open plan), Paved outside, wall fenced, Solar Geyser, Single garage, a site of 450 sqm..The lease is available.. located at Masowe 1 Extension at 1.5m</p>","Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 1,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1500000,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nBh-J6zgL-wG9t3lBDTP1\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/nBh-J6zgL-wG9t3lBDTP1,New,Traditional,Urban,"""[\""garage\"", \""near schools\"", \""road access\"", \""walled property\""]""",sale,4,Lesotho,Maseru,text_match,Masowe 1b Secondary School,residential,House,2,test,,True,True,,,,True
propmarket-l5AZS5MGZGzwtbKIzLZv0,propmarket,"1 Bedroom, House","<p>3 rooms house ...kitchen with stove, one bedroom, bathroom not fitted, sitting room</p><p>Mokhoro in the yard</p><p>Toilet outside</p><p>Water and electricity available </p><p>About 5 minutes to main road </p>","Thepa ena ya mofuta wa house e fumaneha Semphetenyane, Maseru. E na le dikamore tse 1 le dibate tse 1 mme e fumaneha ka theko ya M 360,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",360000,LSL,Maseru,"Semphetenyane, Maseru",House,1,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-l5AZS5MGZGzwtbKIzLZv0\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/l5AZS5MGZGzwtbKIzLZv0,Good,Family,Garden,"""[\""water connection\"", \""electricity\"", \""yard\"", \""road access\""]""",sale,5,Lesotho,Maseru,text_match,Semphetenyane,residential,House,1,train,,True,True,,,,True
propmarket-ja9gqmVOVSWsiUiMvnC4D,propmarket,"3 Bedrooms, House","<p><strong><u>Ntlo e sa fellang Ty Ha Nkalimeng.</u></strong></p><p></p><p>2 room eona e felletse mme e koaleile. Ke liroom tse ling fela tse sa fellang. Empa ho so kentsoe samente ho eona ho litsoe.</p><p></p><p>Buoa le nna hore olo e bona tsatsing lena.</p><p>Tse so fele ke 2 bedrooms, sitting room, bathroom, garage </p>","Thepa ena ya mofuta wa house e fumaneha Berea District, Berea. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 280,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",280000,LSL,Berea,"Berea District, Berea",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ja9gqmVOVSWsiUiMvnC4D\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/ja9gqmVOVSWsiUiMvnC4D,Good,Traditional,Suburban,"""[\""garage\""]""",sale,4,Lesotho,Berea,text_match,Berea District,residential,House,3,test,,True,True,,,,True
propmarket-koAjyqx2CBEE9cLC1YdK7,propmarket,House,"<p>We have this very cheap house at Mautsoe Ha-Maqele, e haufi haholo le tsela at just 160k</p>","Thepa ena ya mofuta wa house e fumaneha Ha Maqele, Leribe. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 160,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",160000,LSL,Leribe,"Ha Maqele, Leribe",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-koAjyqx2CBEE9cLC1YdK7\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-koAjyqx2CBEE9cLC1YdK7\\\\image_2.jpg\""]""",https://www.propmarket.co.ls/properties/koAjyqx2CBEE9cLC1YdK7,Good,Traditional,Suburban,"""[]""",sale,2,Lesotho,Leribe,text_match,Ha Maqele,residential,House,2,val,,True,True,,,,True
propmarket-XvIngChWMiLyNmmUYOK-8,propmarket,"4 Bedrooms, House","<p>We have this biig house at Upper Thamae Maseru.. ena le malaene: 4 double rooms as well as 7 single rooms..The house has four bedrooms, sitting room, dining room, a room taking you to the garage, 2 toilets and a bathroom, laundry room, pantry, kitchen and a passage.</p>","Thepa ena ya mofuta wa house e fumaneha Upper Thamae, Maseru. E na le dikamore tse 4 le dibate tse 1 mme e fumaneha ka theko ya M 1,450,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1450000,LSL,Maseru,"Upper Thamae, Maseru",House,4,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-XvIngChWMiLyNmmUYOK-8\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-XvIngChWMiLyNmmUYOK-8\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-XvIngChWMiLyNmmUYOK-8\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-XvIngChWMiLyNmmUYOK-8\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/XvIngChWMiLyNmmUYOK-8,Good,Traditional,Suburban,"""[\""garage\""]""",sale,4,Lesotho,Maseru,text_match,Upper Thamae,residential,House,4,train,,True,True,,,,True
propmarket-KMeb_ngqmeHEhth1Ue1eQ,propmarket,House,"<p>Ntlo ena e so fele e fumaneha Linakotseng </p><p>Ke lerako la 3 bedrooms, bathroom le open plan ea sitting room le kitchen</p><p>Ho sa tsoa ruleloa haufinyane</p>","Thepa ena ya mofuta wa house e fumaneha Ha Tsolo, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 220,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",220000,LSL,Maseru,"Ha Tsolo, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KMeb_ngqmeHEhth1Ue1eQ\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KMeb_ngqmeHEhth1Ue1eQ\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KMeb_ngqmeHEhth1Ue1eQ\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KMeb_ngqmeHEhth1Ue1eQ\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-KMeb_ngqmeHEhth1Ue1eQ\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/KMeb_ngqmeHEhth1Ue1eQ,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Maseru,text_match,Ha Tsolo,residential,House,3,train,,True,True,,,Auto-corrected bedroom label from 2 to 3 using title/description text. Auto-corrected bedroom label from 2 to 3 using title/description text.,True
propmarket-IYJW418V9raGndz6_Ict0,propmarket,"1 Unit, 4 Bedrooms, House","<p>📢Double Storey House 🏠 For sale!📢</p><p>📍Ha-Foso Lebenkeleng, Berea Lesotho</p><p>💸ASKING PRICE AS PER EVALUATION REPORT 💸</p><p>•Fitted 2 Bedrooms on 1st floor and ground floor</p><p>•Master Bedroom with walk-in closet and ensuite</p><p>•Kitchen with scullery with fitted shelves and dishwasher</p><p>•Open plan type dining 🍽 and sitting room</p><p>•Study 📖/Office</p><p>•2 x double garages situated on the front and rear</p><p>•Access to balcony</p><p>•Lease Available, Plot Size: 936m²</p><p>•Perimeter Wall 🧱 Fenced</p><p>•Automated Gate situated from and rear</p><p>NB: EVALUATION REPORT @ R5.9million </p><p>AVAILBALE dated 1st October 2025</p><p>Asking Price R4.5million </p><p></p>","Thepa ena ya mofuta wa house e fumaneha Ha Foso Encroachment Boundary, Berea. E na le dikamore tse 4 le dibate tse 3 mme e fumaneha ka theko ya M 4,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",4500000,LSL,Berea,"Ha Foso Encroachment Boundary, Berea",House,4,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-IYJW418V9raGndz6_Ict0\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-IYJW418V9raGndz6_Ict0\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-IYJW418V9raGndz6_Ict0\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-IYJW418V9raGndz6_Ict0\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-IYJW418V9raGndz6_Ict0\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/IYJW418V9raGndz6_Ict0,Good,Contemporary,Suburban,"""[\""garage\"", \""office-ready\"", \""walled property\""]""",sale,5,Lesotho,Berea,text_match,Ha Foso Encroachment Boundary,residential,House,4,train,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-Y05g7baITID25N3SEnYbU,propmarket,"4 Bedrooms, House","<p>4 bedroomed house with Lounge, fitted kitchen and fitted bathroom</p>","Thepa ena ya mofuta wa house e fumaneha Ha Molemane (teyateyaneng), Berea. E na le dikamore tse 4 le dibate tse 1 mme e fumaneha ka theko ya M 550,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",550000,LSL,Berea,"Ha Molemane (teyateyaneng), Berea",House,4,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Y05g7baITID25N3SEnYbU\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Y05g7baITID25N3SEnYbU\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Y05g7baITID25N3SEnYbU\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Y05g7baITID25N3SEnYbU\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Y05g7baITID25N3SEnYbU\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/Y05g7baITID25N3SEnYbU,Good,Traditional,Suburban,"""[]""",sale,5,Lesotho,Berea,text_match,Ha Molemane (teyateyaneng),residential,House,4,val,,True,True,,,,True
propmarket-a-9XGDaOdmtAmWzmx-Om7,propmarket,"1 Unit, 5 Bedrooms, House","<p>Thetsane West, </p><p>4 Bedroomed all ensuited</p><p>Lounge</p><p>Dining</p><p>Kitchen</p><p>Common Toilet</p><p>Double garage</p><p>Fitted 1 bedroomed servants quarters</p><p>Security wall</p><p>Paving</p><p>All rooms Air-conditioning</p><p>G4S Security alarms</p><p>Asking price 2.5M</p>","Thepa ena ya mofuta wa house e fumaneha Thetsane West, Maseru. E na le dikamore tse 5 le dibate tse 4 mme e fumaneha ka theko ya M 2,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2500000,LSL,Maseru,"Thetsane West, Maseru",House,5,4,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a-9XGDaOdmtAmWzmx-Om7\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a-9XGDaOdmtAmWzmx-Om7\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a-9XGDaOdmtAmWzmx-Om7\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a-9XGDaOdmtAmWzmx-Om7\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a-9XGDaOdmtAmWzmx-Om7\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/a-9XGDaOdmtAmWzmx-Om7,Good,Traditional,Suburban,"""[\""garage\"", \""security\"", \""walled property\""]""",sale,5,Lesotho,Maseru,text_match,Thetsane West,residential,House,5+,train,,True,True,,,,True
